slug,name,city,state,current_hero
charleston-tms-center-charleston,"Charleston TMS Center","Charleston",SC,placeholder
charleston-mental-health-&-tms-charleston,"Charleston Mental Health & TMS","Charleston",SC,placeholder
columbia-depression-treatment-center-columbia-2,"Columbia Depression Treatment Center","Columbia",SC,placeholder
dr-anderson-private-practice-columbia,"Dr. Anderson Private Practice","Columbia",SC,placeholder
north-charleston-tms-center-north-charleston,"North Charleston TMS Center","North Charleston",SC,placeholder
north-charleston-mental-health-&-tms-north-charleston,"North Charleston Mental Health & TMS","North Charleston",SC,placeholder
north-charleston-depression-treatment-center-north-charleston,"North Charleston Depression Treatment Center","North Charleston",SC,placeholder
mount-pleasant-tms-center-mount-pleasant,"Mount Pleasant TMS Center","Mount Pleasant",SC,placeholder
mount-pleasant-mental-health-&-tms-mount-pleasant,"Mount Pleasant Mental Health & TMS","Mount Pleasant",SC,placeholder
mount-pleasant-depression-treatment-center-mount-pleasant,"Mount Pleasant Depression Treatment Center","Mount Pleasant",SC,placeholder
rock-hill-tms-center-rock-hill,"Rock Hill TMS Center","Rock Hill",SC,placeholder
rock-hill-mental-health-&-tms-rock-hill,"Rock Hill Mental Health & TMS","Rock Hill",SC,placeholder
rock-hill-depression-treatment-center-rock-hill,"Rock Hill Depression Treatment Center","Rock Hill",SC,placeholder
dr-brown-private-practice-rock-hill,"Dr. Brown Private Practice","Rock Hill",SC,placeholder
sioux-falls-tms-center-sioux-falls,"Sioux Falls TMS Center","Sioux Falls",SD,placeholder
sioux-falls-mental-health-&-tms-sioux-falls,"Sioux Falls Mental Health & TMS","Sioux Falls",SD,placeholder
sioux-falls-depression-treatment-center-sioux-falls,"Sioux Falls Depression Treatment Center","Sioux Falls",SD,placeholder
dr-taylor-private-practice-sioux-falls,"Dr. Taylor Private Practice","Sioux Falls",SD,placeholder
rapid-city-tms-center-rapid-city,"Rapid City TMS Center","Rapid City",SD,placeholder
rapid-city-mental-health-&-tms-rapid-city,"Rapid City Mental Health & TMS","Rapid City",SD,placeholder
aberdeen-tms-center-aberdeen,"Aberdeen TMS Center","Aberdeen",SD,placeholder
aberdeen-mental-health-&-tms-aberdeen,"Aberdeen Mental Health & TMS","Aberdeen",SD,placeholder
aberdeen-depression-treatment-center-aberdeen,"Aberdeen Depression Treatment Center","Aberdeen",SD,placeholder
dr-garcia-private-practice-aberdeen,"Dr. Garcia Private Practice","Aberdeen",SD,placeholder
brookings-tms-center-brookings,"Brookings TMS Center","Brookings",SD,placeholder
brookings-mental-health-&-tms-brookings,"Brookings Mental Health & TMS","Brookings",SD,placeholder
watertown-tms-center-watertown,"Watertown TMS Center","Watertown",SD,placeholder
watertown-mental-health-&-tms-watertown,"Watertown Mental Health & TMS","Watertown",SD,placeholder
watertown-depression-treatment-center-watertown,"Watertown Depression Treatment Center","Watertown",SD,placeholder
dr-johnson-private-practice-watertown,"Dr. Johnson Private Practice","Watertown",SD,placeholder
nashville-tms-center-nashville,"Nashville TMS Center","Nashville",TN,placeholder
nashville-mental-health-&-tms-nashville,"Nashville Mental Health & TMS","Nashville",TN,placeholder
nashville-depression-treatment-center-nashville,"Nashville Depression Treatment Center","Nashville",TN,placeholder
dr-lee-private-practice-nashville,"Dr. Lee Private Practice","Nashville",TN,placeholder
memphis-tms-center-memphis,"Memphis TMS Center","Memphis",TN,placeholder
memphis-mental-health-&-tms-memphis,"Memphis Mental Health & TMS","Memphis",TN,placeholder
memphis-depression-treatment-center-memphis,"Memphis Depression Treatment Center","Memphis",TN,placeholder
dr-jackson-private-practice-memphis,"Dr. Jackson Private Practice","Memphis",TN,placeholder
knoxville-tms-center-knoxville,"Knoxville TMS Center","Knoxville",TN,placeholder
knoxville-mental-health-&-tms-knoxville,"Knoxville Mental Health & TMS","Knoxville",TN,placeholder
knoxville-depression-treatment-center-knoxville,"Knoxville Depression Treatment Center","Knoxville",TN,placeholder
dr-kim-private-practice-knoxville,"Dr. Kim Private Practice","Knoxville",TN,placeholder
chattanooga-tms-center-chattanooga,"Chattanooga TMS Center","Chattanooga",TN,placeholder
chattanooga-mental-health-&-tms-chattanooga,"Chattanooga Mental Health & TMS","Chattanooga",TN,placeholder
clarksville-tms-center-clarksville,"Clarksville TMS Center","Clarksville",TN,placeholder
clarksville-mental-health-&-tms-clarksville,"Clarksville Mental Health & TMS","Clarksville",TN,placeholder
clarksville-depression-treatment-center-clarksville,"Clarksville Depression Treatment Center","Clarksville",TN,placeholder
dr-taylor-private-practice-clarksville,"Dr. Taylor Private Practice","Clarksville",TN,placeholder
houston-tms-center-houston,"Houston TMS Center","Houston",TX,placeholder
houston-mental-health-&-tms-houston,"Houston Mental Health & TMS","Houston",TX,placeholder
houston-depression-treatment-center-houston,"Houston Depression Treatment Center","Houston",TX,placeholder
dr-wong-private-practice-houston,"Dr. Wong Private Practice","Houston",TX,placeholder
san-antonio-tms-center-san-antonio,"San Antonio TMS Center","San Antonio",TX,placeholder
san-antonio-mental-health-&-tms-san-antonio,"San Antonio Mental Health & TMS","San Antonio",TX,placeholder
dallas-tms-center-dallas,"Dallas TMS Center","Dallas",TX,placeholder
dallas-mental-health-&-tms-dallas,"Dallas Mental Health & TMS","Dallas",TX,placeholder
dallas-depression-treatment-center-dallas,"Dallas Depression Treatment Center","Dallas",TX,placeholder
austin-tms-center-austin,"Austin TMS Center","Austin",TX,placeholder
austin-mental-health-&-tms-austin,"Austin Mental Health & TMS","Austin",TX,placeholder
austin-depression-treatment-center-austin,"Austin Depression Treatment Center","Austin",TX,placeholder
dr-taylor-private-practice-austin,"Dr. Taylor Private Practice","Austin",TX,placeholder
fort-worth-tms-center-fort-worth,"Fort Worth TMS Center","Fort Worth",TX,placeholder
fort-worth-mental-health-&-tms-fort-worth,"Fort Worth Mental Health & TMS","Fort Worth",TX,placeholder
salt-lake-city-tms-center-salt-lake-city,"Salt Lake City TMS Center","Salt Lake City",UT,placeholder
salt-lake-city-mental-health-&-tms-salt-lake-city,"Salt Lake City Mental Health & TMS","Salt Lake City",UT,placeholder
west-valley-city-tms-center-west-valley-city,"West Valley City TMS Center","West Valley City",UT,placeholder
west-valley-city-mental-health-&-tms-west-valley-city,"West Valley City Mental Health & TMS","West Valley City",UT,placeholder
west-jordan-tms-center-west-jordan,"West Jordan TMS Center","West Jordan",UT,placeholder
west-jordan-mental-health-&-tms-west-jordan,"West Jordan Mental Health & TMS","West Jordan",UT,placeholder
west-jordan-depression-treatment-center-west-jordan,"West Jordan Depression Treatment Center","West Jordan",UT,placeholder
dr-davis-private-practice-west-jordan,"Dr. Davis Private Practice","West Jordan",UT,placeholder
provo-tms-center-provo,"Provo TMS Center","Provo",UT,placeholder
provo-mental-health-&-tms-provo,"Provo Mental Health & TMS","Provo",UT,placeholder
provo-depression-treatment-center-provo,"Provo Depression Treatment Center","Provo",UT,placeholder
st-george-tms-center-st-george,"St. George TMS Center","St. George",UT,placeholder
st-george-mental-health-&-tms-st-george,"St. George Mental Health & TMS","St. George",UT,placeholder
burlington-tms-center-burlington,"Burlington TMS Center","Burlington",VT,placeholder
burlington-mental-health-&-tms-burlington,"Burlington Mental Health & TMS","Burlington",VT,placeholder
burlington-depression-treatment-center-burlington,"Burlington Depression Treatment Center","Burlington",VT,placeholder
south-burlington-tms-center-south-burlington,"South Burlington TMS Center","South Burlington",VT,placeholder
south-burlington-mental-health-&-tms-south-burlington,"South Burlington Mental Health & TMS","South Burlington",VT,placeholder
rutland-tms-center-rutland,"Rutland TMS Center","Rutland",VT,placeholder
rutland-mental-health-&-tms-rutland,"Rutland Mental Health & TMS","Rutland",VT,placeholder
essex-junction-tms-center-essex-junction,"Essex Junction TMS Center","Essex Junction",VT,placeholder
essex-junction-mental-health-&-tms-essex-junction,"Essex Junction Mental Health & TMS","Essex Junction",VT,placeholder
essex-junction-depression-treatment-center-essex-junction,"Essex Junction Depression Treatment Center","Essex Junction",VT,placeholder
dr-wilson-private-practice-essex-junction,"Dr. Wilson Private Practice","Essex Junction",VT,placeholder
bennington-tms-center-bennington,"Bennington TMS Center","Bennington",VT,placeholder
bennington-mental-health-&-tms-bennington,"Bennington Mental Health & TMS","Bennington",VT,placeholder
bennington-depression-treatment-center-bennington,"Bennington Depression Treatment Center","Bennington",VT,placeholder
dr-lee-private-practice-bennington,"Dr. Lee Private Practice","Bennington",VT,placeholder
virginia-beach-tms-center-virginia-beach,"Virginia Beach TMS Center","Virginia Beach",VA,placeholder
virginia-beach-mental-health-&-tms-virginia-beach,"Virginia Beach Mental Health & TMS","Virginia Beach",VA,placeholder
virginia-beach-depression-treatment-center-virginia-beach,"Virginia Beach Depression Treatment Center","Virginia Beach",VA,placeholder
dr-taylor-private-practice-virginia-beach,"Dr. Taylor Private Practice","Virginia Beach",VA,placeholder
chesapeake-tms-center-chesapeake,"Chesapeake TMS Center","Chesapeake",VA,placeholder
chesapeake-mental-health-&-tms-chesapeake,"Chesapeake Mental Health & TMS","Chesapeake",VA,placeholder
chesapeake-depression-treatment-center-chesapeake,"Chesapeake Depression Treatment Center","Chesapeake",VA,placeholder
norfolk-tms-center-norfolk,"Norfolk TMS Center","Norfolk",VA,placeholder
norfolk-mental-health-&-tms-norfolk,"Norfolk Mental Health & TMS","Norfolk",VA,placeholder
richmond-tms-center-richmond,"Richmond TMS Center","Richmond",VA,placeholder
richmond-mental-health-&-tms-richmond,"Richmond Mental Health & TMS","Richmond",VA,placeholder
richmond-depression-treatment-center-richmond,"Richmond Depression Treatment Center","Richmond",VA,placeholder
newport-news-tms-center-newport-news,"Newport News TMS Center","Newport News",VA,placeholder
newport-news-mental-health-&-tms-newport-news,"Newport News Mental Health & TMS","Newport News",VA,placeholder
newport-news-depression-treatment-center-newport-news,"Newport News Depression Treatment Center","Newport News",VA,placeholder
dr-anderson-private-practice-newport-news,"Dr. Anderson Private Practice","Newport News",VA,placeholder
seattle-tms-center-seattle,"Seattle TMS Center","Seattle",WA,placeholder
seattle-mental-health-&-tms-seattle,"Seattle Mental Health & TMS","Seattle",WA,placeholder
spokane-tms-center-spokane,"Spokane TMS Center","Spokane",WA,placeholder
spokane-mental-health-&-tms-spokane,"Spokane Mental Health & TMS","Spokane",WA,placeholder
spokane-depression-treatment-center-spokane,"Spokane Depression Treatment Center","Spokane",WA,placeholder
dr-jackson-private-practice-spokane,"Dr. Jackson Private Practice","Spokane",WA,placeholder
tacoma-tms-center-tacoma,"Tacoma TMS Center","Tacoma",WA,placeholder
tacoma-mental-health-&-tms-tacoma,"Tacoma Mental Health & TMS","Tacoma",WA,placeholder
vancouver-tms-center-vancouver,"Vancouver TMS Center","Vancouver",WA,placeholder
vancouver-mental-health-&-tms-vancouver,"Vancouver Mental Health & TMS","Vancouver",WA,placeholder
bellevue-tms-center-bellevue-0,"Bellevue TMS Center","Bellevue",WA,placeholder
bellevue-mental-health-&-tms-bellevue-1,"Bellevue Mental Health & TMS","Bellevue",WA,placeholder
bellevue-depression-treatment-center-bellevue-2,"Bellevue Depression Treatment Center","Bellevue",WA,placeholder
charleston-tms-center-charleston-0,"Charleston TMS Center","Charleston",WV,placeholder
charleston-mental-health-&-tms-charleston-1,"Charleston Mental Health & TMS","Charleston",WV,placeholder
huntington-tms-center-huntington,"Huntington TMS Center","Huntington",WV,placeholder
huntington-mental-health-&-tms-huntington,"Huntington Mental Health & TMS","Huntington",WV,placeholder
huntington-depression-treatment-center-huntington,"Huntington Depression Treatment Center","Huntington",WV,placeholder
dr-wilson-private-practice-huntington,"Dr. Wilson Private Practice","Huntington",WV,placeholder
morgantown-tms-center-morgantown,"Morgantown TMS Center","Morgantown",WV,placeholder
morgantown-mental-health-&-tms-morgantown,"Morgantown Mental Health & TMS","Morgantown",WV,placeholder
morgantown-depression-treatment-center-morgantown,"Morgantown Depression Treatment Center","Morgantown",WV,placeholder
parkersburg-tms-center-parkersburg,"Parkersburg TMS Center","Parkersburg",WV,placeholder
parkersburg-mental-health-&-tms-parkersburg,"Parkersburg Mental Health & TMS","Parkersburg",WV,placeholder
parkersburg-depression-treatment-center-parkersburg,"Parkersburg Depression Treatment Center","Parkersburg",WV,placeholder
dr-moore-private-practice-parkersburg,"Dr. Moore Private Practice","Parkersburg",WV,placeholder
wheeling-tms-center-wheeling,"Wheeling TMS Center","Wheeling",WV,placeholder
wheeling-mental-health-&-tms-wheeling,"Wheeling Mental Health & TMS","Wheeling",WV,placeholder
milwaukee-tms-center-milwaukee,"Milwaukee TMS Center","Milwaukee",WI,placeholder
milwaukee-mental-health-&-tms-milwaukee,"Milwaukee Mental Health & TMS","Milwaukee",WI,placeholder
milwaukee-depression-treatment-center-milwaukee,"Milwaukee Depression Treatment Center","Milwaukee",WI,placeholder
madison-tms-center-madison,"Madison TMS Center","Madison",WI,placeholder
madison-mental-health-&-tms-madison,"Madison Mental Health & TMS","Madison",WI,placeholder
green-bay-tms-center-green-bay,"Green Bay TMS Center","Green Bay",WI,placeholder
green-bay-mental-health-&-tms-green-bay,"Green Bay Mental Health & TMS","Green Bay",WI,placeholder
green-bay-depression-treatment-center-green-bay,"Green Bay Depression Treatment Center","Green Bay",WI,placeholder
kenosha-tms-center-kenosha,"Kenosha TMS Center","Kenosha",WI,placeholder
kenosha-mental-health-&-tms-kenosha,"Kenosha Mental Health & TMS","Kenosha",WI,placeholder
kenosha-depression-treatment-center-kenosha,"Kenosha Depression Treatment Center","Kenosha",WI,placeholder
racine-tms-center-racine,"Racine TMS Center","Racine",WI,placeholder
racine-mental-health-&-tms-racine,"Racine Mental Health & TMS","Racine",WI,placeholder
racine-depression-treatment-center-racine,"Racine Depression Treatment Center","Racine",WI,placeholder
cheyenne-tms-center-cheyenne,"Cheyenne TMS Center","Cheyenne",WY,placeholder
cheyenne-mental-health-&-tms-cheyenne,"Cheyenne Mental Health & TMS","Cheyenne",WY,placeholder
cheyenne-depression-treatment-center-cheyenne,"Cheyenne Depression Treatment Center","Cheyenne",WY,placeholder
casper-tms-center-casper,"Casper TMS Center","Casper",WY,placeholder
casper-mental-health-&-tms-casper,"Casper Mental Health & TMS","Casper",WY,placeholder
casper-depression-treatment-center-casper,"Casper Depression Treatment Center","Casper",WY,placeholder
gillette-tms-center-gillette,"Gillette TMS Center","Gillette",WY,placeholder
gillette-mental-health-&-tms-gillette,"Gillette Mental Health & TMS","Gillette",WY,placeholder
laramie-tms-center-laramie,"Laramie TMS Center","Laramie",WY,placeholder
laramie-mental-health-&-tms-laramie,"Laramie Mental Health & TMS","Laramie",WY,placeholder
laramie-depression-treatment-center-laramie,"Laramie Depression Treatment Center","Laramie",WY,placeholder
dr-smith-private-practice-laramie,"Dr. Smith Private Practice","Laramie",WY,placeholder
rock-springs-tms-center-rock-springs,"Rock Springs TMS Center","Rock Springs",WY,placeholder
rock-springs-mental-health-&-tms-rock-springs,"Rock Springs Mental Health & TMS","Rock Springs",WY,placeholder
rock-springs-depression-treatment-center-rock-springs,"Rock Springs Depression Treatment Center","Rock Springs",WY,placeholder
dr-smith-private-practice-rock-springs,"Dr. Smith Private Practice","Rock Springs",WY,placeholder
hagan-health-psychiatry-tms-therapy-louisville,"Hagan Health Psychiatry & TMS Therapy","Louisville",KY,custom
conventions-tms-naperville,"Conventions TMS","Naperville",IL,custom
hopemark-health-naperville-naperville,"Hopemark Health Naperville","Naperville",IL,custom
dr-anmol-tolani-md-naperville,"Dr. Anmol Tolani M.D.","Naperville",IL,custom
transformative-growth-counseling-naperville,"Transformative Growth Counseling","Naperville",IL,custom
neuromod-health-naperville,"NeuroMod Health","Naperville",IL,custom
suburban-tmj-and-sleep-center-naperville,"Suburban TMJ and Sleep Center","Naperville",IL,custom
conventions-health-warrenville-psychiatry-counseling-naperville,"Conventions Health - Warrenville (Psychiatry & Counseling)","Naperville",IL,custom
endeavor-health-linden-oaks-hospital-naperville,"Endeavor Health Linden Oaks Hospital","Naperville",IL,custom
health-wellness-synergy-tms-therapy-treatment-nj-fort-lee,"Health Wellness Synergy - TMS Therapy Treatment NJ","Fort Lee",NJ,custom
york-tms-clinic-york,"York TMS Clinic","York",PA,custom
tms-at-union-square-practice-new-york,"TMS at Union Square Practice","New York",NY,custom
hope-tms-and-neuropsychiatric-center-new-york,"Hope TMS and Neuropsychiatric Center","New York",NY,custom
tms-of-philadelphia-philadelphia,"TMS of Philadelphia","Philadelphia",PA,custom
ttmd-med-ny-llc-new-york,"TTMD MED NY LLC","New York",NY,custom
union-square-tms-center-new-york,"Union Square TMS Center","New York",NY,custom
brandywine-valley-tms-wilmington,"Brandywine Valley TMS","Wilmington",DE,custom
neurotherapeutix-medical-services-new-york,"Neurotherapeutix Medical Services","New York",NY,custom
vital-tms-therapy-washington,"Vital TMS Therapy","Washington",DC,custom
wip-psychiatry-ketaminetms-center-washington,"WIP Psychiatry & Ketamine/TMS Center","Washington",DC,custom
tranquil-healthcare-integrated-mental-health-wellness-psychiatric-adult-nurse-practitioner-washington,"Tranquil Healthcare- Integrated Mental Health & Wellness /Psychiatric & Adult Nurse Practitioner","Washington",DC,custom
harm-reduction-psychotherapy-inst-washington,"Harm Reduction Psychotherapy Inst.","Washington",DC,custom
central-california-tms-center-fresno,"Central California TMS Center","Fresno",CA,custom
clinical-depression-treatement-fresno,"Clinical Depression Treatement","Fresno",CA,custom
clinical-tms-society-fresno,"Clinical TMS Society","Fresno",CA,custom
central-ca-t-m-s-center-fresno,"Central Ca T M S Center","Fresno",CA,custom
a-better-way-psychiatry-tms-fresno,"A Better Way Psychiatry & TMS","Fresno",CA,custom
a-better-way-psychiatry-tms-woodland-hills,"A Better Way Psychiatry & TMS","Woodland Hills",CA,custom
mi-student-clinic-fort-huachuca,"MI Student Clinic","Fort Huachuca",AZ,custom
raymond-w-bliss-army-health-center-fort-huachuca,"Raymond W Bliss Army Health Center","Fort Huachuca",AZ,custom
ait-tmc-fort-huachuca,"AIT TMC","Fort Huachuca",AZ,placeholder
lewis-robert-w-fort-huachuca,"Lewis Robert W","Fort Huachuca",AZ,placeholder
bella-vida-tms-gilbert,"Bella Vida TMS","Gilbert",AZ,custom
scottsdale-tms-scottsdale,"Scottsdale TMS","Scottsdale",AZ,custom
tms-institute-of-arizona-scottsdale,"TMS Institute of Arizona","Scottsdale",AZ,custom
american-tms-clinics-scottsdale,"American TMS Clinics","Scottsdale",AZ,custom
neurostim-tms-scottsdale-scottsdale,"NeuroStim TMS Scottsdale","Scottsdale",AZ,custom
neurogenics-tms-and-psych-solutions-scottsdale,"NeuroGenics TMS and Psych Solutions","Scottsdale",AZ,custom
tms-scottsdale,"TMS","Scottsdale",AZ,custom
harbor-tms-clinic-newport-beach,"Harbor TMS Clinic","Newport Beach",CA,custom
newport-psychiatry-tms-treatment-center-newport-beach,"Newport Psychiatry & TMS Treatment Center","Newport Beach",CA,custom
lifequality-tms-brooklyn,"LifeQuality TMS","Brooklyn",NY,custom
tms-by-revived-soul-medical-transcranial-magnetic-stimulation-brooklyn,"TMS by Revived Soul Medical | Transcranial Magnetic Stimulation","Brooklyn",NY,custom
lenox-hill-mind-care-tms-therapy-ketamine-treatment-new-york,"Lenox Hill Mind Care | TMS Therapy & Ketamine Treatment","New York",NY,custom
tms-therapy-at-contemporary-care-danbury,"TMS Therapy at Contemporary Care","Danbury",CT,custom
medication-management-tms-new-york,"Medication Management | TMS","New York",NY,custom
manhattan-center-tms-new-york,"Manhattan Center TMS","New York",NY,custom
mid-city-tms-new-york,"Mid City TMS","New York",NY,custom
connecticut-tms-llc-new-milford-new-milford,"Connecticut TMS LLC- New Milford","New Milford",CT,custom
neuroscience-guided-tms-new-york,"Neuroscience Guided TMS","New York",NY,custom
the-tms-center-of-new-york-new-york,"The TMS Center of New York","New York",NY,custom
the-tms-center-of-new-jersey-tinton-falls,"The TMS Center of New Jersey","Tinton Falls",NJ,custom
tms-neurohealth-nj-colts-neck,"TMS NEUROHEALTH NJ","Colts Neck",NJ,custom
tms-health-center-englewood,"TMS Health Center","Englewood",NJ,custom
tms-medical-associates-of-new-york-new-york,"TMS Medical Associates of New York","New York",NY,custom
florida-tms-clinic-wesley-chapel,"FLORIDA TMS CLINIC","Wesley Chapel",FL,custom
a-better-way-psychiatry-tms-ventura,"A Better Way Psychiatry & TMS","Ventura",CA,custom
lee-d-mendiola-md-associates-tms-center-of-ventura-ventura,"Lee D. Mendiola, M.D. & Associates- TMS Center Of Ventura","Ventura",CA,custom
tallahassee-tms-tallahassee,"Tallahassee TMS","Tallahassee",FL,custom
hayden-and-associates-tms-huntsville-huntsville,"HAYDEN AND ASSOCIATES TMS Huntsville","Huntsville",AL,custom
tms-of-north-alabama-madison,"TMS of North Alabama","Madison",AL,custom
tms-wellness-institute-an-authorized-neurostar-provider-anniston,"TMS Wellness Institute, an authorized Neurostar provider","Anniston",AL,custom
mindful-health-solutions-tms-spravato-treatment-stockton-stockton,"Mindful Health Solutions - TMS - Spravato Treatment - Stockton","Stockton",CA,custom
neurohealth-treatment-centers-tms-therapy-ketamine-therapy-depression-treatment-fort-lauderdale,"Neurohealth Treatment Centers TMS Therapy | Ketamine Therapy | Depression Treatment","Fort Lauderdale",FL,custom
my-tms-oakland-park,"My TMS","Oakland Park",FL,custom
tms-provider-services-of-america-wilton-manors,"TMS Provider Services of America","Wilton Manors",FL,custom
greenbrook-mental-wellness-centers-plantation,"Greenbrook Mental Wellness Centers","Plantation",FL,custom
tms-of-miami-miami,"TMS of MIAMI","Miami",FL,custom
lifeworkstms-vestavia-hills,"LifeWorksTMS","Vestavia Hills",AL,custom
tms-wellness-institute-an-authorized-neurostar-provider-birmingham,"TMS Wellness Institute, an authorized Neurostar provider","Birmingham",AL,custom
dothan-behavioral-medicine-clinic-troy-neurostar-tms-therapy-troy,"Dothan Behavioral Medicine Clinic- Troy & NeuroStar TMS Therapy","Troy",AL,custom
wholistic-health-ketamine-therapy-mobile-al-theodore,"Wholistic Health - Ketamine Therapy Mobile, AL","Theodore",AL,custom
arab-counseling-and-tms-arab,"Arab Counseling and TMS","Arab",AL,custom
tms-wellness-richton-park,"TMS Wellness","Richton Park",IL,custom
tms-at-the-brain-and-mind-institute-orlando,"TMS at The Brain and Mind Institute","Orlando",FL,custom
southern-california-tms-center-glendale,"Southern California TMS Center","Glendale",CA,custom
tms-telepsychiatry-neopsych-by-dr-thomas-hughes-glendale,"TMS & TelePsychiatry: NeoPsych by Dr. Thomas Hughes","Glendale",CA,custom
premier-tms-centers-of-los-angeles-glendale,"Premier TMS Centers of Los Angeles","Glendale",CA,custom
palo-alto-tms-menlo-park,"Palo Alto TMS","Menlo Park",CA,custom
brainstim-centers-tms-therapy-valencia,"BrainStim Centers - TMS Therapy","Valencia",CA,custom
bay-psychiatric-associates-tms-berkeley,"Bay Psychiatric Associates - TMS","Berkeley",CA,custom
california-tms-clinics-santa-monica,"California TMS Clinics","Santa Monica",CA,custom
southern-california-tms-center-rancho-cucamonga,"Southern California TMS Center","Rancho Cucamonga",CA,custom
advanced-tms-center-general-psychiatry-ladera-ranch,"Advanced TMS Center - General Psychiatry","Ladera Ranch",CA,custom
mindset-tms-greeley,"Mindset TMS","Greeley",CO,custom
my-tms-orlando,"My TMS","Orlando",FL,custom
nona-tms-orlando,"Nona TMS","Orlando",FL,custom
boulder-center-for-tms-boulder,"Boulder Center For TMS","Boulder",CO,custom
plus-by-apn-boulder-deep-tms-psychiatry-and-mental-health-iop-boulder,"Plus by APN - Boulder Deep TMS, Psychiatry, and Mental Health IOP","Boulder",CO,custom
suddath-richard-md-boulder,"Suddath Richard MD","Boulder",CO,custom
shugerman-earle-e-md-boulder,"Shugerman Earle E MD","Boulder",CO,custom
the-untitled-mind-ketamine-integrative-psychiatry-boulder,"The Untitled Mind Ketamine & Integrative Psychiatry","Boulder",CO,custom
tms-of-ct-stamford,"TMS OF CT","Stamford",CT,custom
tms-treatment-stamford,"TMS Treatment","Stamford",CT,custom
tms-greenwich-cos-cob,"TMS Greenwich","Cos Cob",CT,custom
greenbrook-mental-wellness-centers-east-haven,"Greenbrook Mental Wellness Centers","East Haven",CT,custom
bridges-counseling-and-wellness-moodus,"Bridges Counseling and Wellness","Moodus",CT,custom
tms-of-westchester-mt-kisco,"TMS of Westchester","Mt Kisco",NY,custom
greenbrook-mental-wellness-centers-jacksonville,"Greenbrook Mental Wellness Centers","Jacksonville",FL,custom
beaches-tms-brain-health-jacksonvillesouthpoint-jacksonville,"Beaches TMS & Brain Health - Jacksonville/Southpoint","Jacksonville",FL,custom
first-coast-tms-and-neurology-jacksonville,"First Coast TMS and Neurology","Jacksonville",FL,custom
beaches-deep-tms-jacksonville-beach,"Beaches Deep TMS","Jacksonville Beach",FL,custom
greenbrook-mental-wellness-centers-orange-park,"Greenbrook Mental Wellness Centers","Orange Park",FL,custom
tms-wellness-center-jacksonville,"TMS Wellness Center","Jacksonville",FL,custom
a-better-way-psychiatry-tms-cerritos,"A Better Way Psychiatry & TMS","Cerritos",CA,custom
mindful-health-solutions-tms-spravato-treatment-oakland-oakland,"Mindful Health Solutions - TMS - Spravato Treatment - Oakland","Oakland",CA,custom
a-better-way-psychiatry-tms-oakland,"A Better Way Psychiatry & TMS","Oakland",CA,custom
mindful-health-solutions-ketamine-infusion-therapy-clinic-oakland-oakland,"Mindful Health Solutions Ketamine Infusion Therapy Clinic - Oakland","Oakland",CA,custom
tms-health-solutions-oakland,"TMS Health Solutions","Oakland",CA,custom
brainstim-centers-tms-therapy-lancaster,"BrainStim Centers - TMS Therapy","Lancaster",CA,custom
tri-city-mental-health-center-pomona,"Tri-City Mental Health Center","Pomona",CA,custom
greenbrook-mental-wellness-centers-upland,"Greenbrook Mental Wellness Centers","Upland",CA,custom
a-better-way-psychiatry-tms-covina,"A Better Way Psychiatry & TMS","Covina",CA,custom
miami-beach-tms-miami-beach,"Miami Beach TMS","Miami Beach",FL,custom
uc-san-diego-health-tms-clinic-4s-ranch-san-diego,"UC San Diego Health TMS Clinic – 4S Ranch","San Diego",CA,custom
tms-san-diego-san-diego,"TMS San Diego","San Diego",CA,custom
mission-valley-tms-san-diego,"Mission Valley TMS","San Diego",CA,custom
brain-therapy-tms-san-diego,"Brain Therapy TMS","San Diego",CA,custom
greenbrook-mental-wellness-centers-san-diego,"Greenbrook Mental Wellness Centers","San Diego",CA,custom
mhs-mental-health-wellness-and-recovery-new-castle,"MHS Mental Health Wellness and Recovery","New Castle",DE,custom
tms-of-wilmington-wilmington,"TMS of Wilmington","Wilmington",DE,custom
lifestance-therapists-psychiatrists-new-castle-new-castle,"LifeStance Therapists & Psychiatrists New Castle","New Castle",DE,custom
a-better-way-psychiatry-tms-oxnard,"A Better Way Psychiatry & TMS","Oxnard",CA,custom
neurostim-tms-gilbert-gilbert,"NeuroStim TMS Gilbert","Gilbert",AZ,custom
integrity-mental-health-and-tms-services-gilbert,"Integrity Mental Health and TMS Services","Gilbert",AZ,custom
theramind-center-of-santa-barbara-santa-barbara,"TheraMind Center of Santa Barbara","Santa Barbara",CA,custom
a-better-way-psychiatry-tms-santa-barbara,"A Better Way Psychiatry & TMS","Santa Barbara",CA,custom
gramercy-tms-new-york,"Gramercy TMS","New York",NY,custom
the-tms-collaborative-exeter,"The TMS Collaborative","Exeter",NH,custom
greenbrook-mental-wellness-centers-sarasota,"Greenbrook Mental Wellness Centers","Sarasota",FL,custom
dr-tms-therapy-griffith-psychiatry-lakewood-ranch,"Dr. TMS Therapy Griffith Psychiatry","Lakewood Ranch",FL,custom
greenbrook-mental-wellness-centers-bradenton,"Greenbrook Mental Wellness Centers","Bradenton",FL,custom
mid-florida-tms-centers-plant-city,"MID FLORIDA TMS CENTERS","Plant City",FL,custom
t-s-psychiatric-consultants-llc-north-port,"T & S Psychiatric Consultants, LLC","North Port",FL,custom
tidewater-total-mind-care-sarasota,"Tidewater Total Mind Care","Sarasota",FL,custom
